,id,Город / Район,Микрорайон,Количество комнат,Тип аренды,Количество спальных мест,Общая площадь,Площадь кухни,Санузел,Балкон,Обустройство быта,В ванной,На кухне,Кому сдается,Предоплата,Этаж,Этажность дома,Материал стен,Год постройки,Окна выходят,Обустройство дома,Состояние,Адрес,Стоимость,Жилая площадь,Студия,Ремонт,В новостройке,Метро,Возможен обмен,Товары с Куфар Оплатой,Есть проходная комната,Без мебели,Пешком до ближайшей станции,До ближайшей станции на транспорте
197,115157391,Партизанский,Дражня,1,Долгосрочная,2,39 м²,7 м²,Совмещенный,Есть,"Телефон, Мебель, Wi-Fi",,Газовая плита,"Парам, С детьми",,5,9,Кирпичный,2003,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Холмогорская ул, Минск",220 $ *,19 м²,,Косметический,,,,,,,,
198,115149227,Фрунзенский,Сухарево,1,Долгосрочная,,43 м²,10 м²,Раздельный,Есть,Мебель,Стиральная машина,"Холодильник, Электрическая плита",,2 месяца,3,17,Панельный,2007,На улицу,,Вторичное жилье,"Шаранговича ул, 59к2, Минск",210 $ *,30 м²,,Косметический,,,,,,,,
199,115142744,Центральный,,1,Долгосрочная,,33 м²,7.7 м²,Совмещенный,Лоджия,"Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Холодильник",,Месяц,4,9,Кирпичный,,,,Вторичное жилье,"Победителей пр, 39, Минск",250 $ *,17 м²,,Косметический,,Фрунзенская,,,,,,
200,115118656,Ленинский,Лошица,1,Долгосрочная,,40 м²,8.5 м²,Раздельный,Есть,Wi-Fi,Стиральная машина,"Электрическая плита, Холодильник",,Залог,8,9,Панельный,2000,,,Вторичное жилье,"Прушинских ул, 60, мкр. Лошица, Ленинский район, Минск",240 $ *,17 м²,,Косметический,,,,,,,,
201,115101660,Московский,,1,Долгосрочная,2,47 м²,9 м²,Раздельный,Лоджия,"Мебель, Утюг, Кондиционер, Телефон, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, СВЧ-печь, Холодильник",,2 месяца,23,24,Монолитный,2013,На улицу,"Домофон, Видеонаблюдение, Стояночное место, Лифт, Пандус, Мусоропровод",Вторичное жилье,"Дзержинского пр, 122, Минск",399 $ *,19 м²,,Евро,,,,,,,,
202,115092017,Первомайский,,1,Долгосрочная,2,40 м²,8 м²,Совмещенный,Есть,"Wi-Fi, Телевизор, Мебель, Телефон, Кондиционер, Утюг","Душевая кабина, Стиральная машина, Фен","Холодильник, СВЧ-печь, Электрическая плита",,Залог,7,10,Монолитный,2016,Во двор,"Лифт, Пандус, Мусоропровод, Домофон, Видеонаблюдение",Вторичное жилье,"Кирилла Туровского ул, 8, Минск",399 $ *,32 м²,Да,Евро,,Восток,,,,,,
203,115090991,Советский,,1,Долгосрочная,,33 м²,6 м²,Совмещенный,Лоджия,"Мебель, Телевизор","Стиральная машина, Душевая кабина","Газовая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","Командировочным, Парам",2 месяца,4,,Кирпичный,,Во двор,,Вторичное жилье,"Максима Богдановича ул, 82, Минск",259 $ *,18 м²,,Дизайнерский,,,,,,,,
204,115080580,Фрунзенский,,1,Долгосрочная,,,,Раздельный,Есть,,,,,,,,,2020,,,Новое,"Скрипникова ул, 66, Минск",250 $ *,,,Косметический,Да,Каменная горка,,,,,,
205,115080547,Московский,Малиновка,1,Долгосрочная,2,41 м²,9 м²,Раздельный,Есть,"Телефон, Мебель, Телевизор",Стиральная машина,"Электрическая плита, Холодильник",,,7,12,Панельный,1985,На улицу,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Сергея Есенина ул, 121, Минск",250 $ *,38 м²,,Евро,,,,,,,,
206,115053845,Партизанский,Слепянка,1,Долгосрочная,,31 м²,5 м²,Совмещенный,Есть,Мебель,Стиральная машина,"Холодильник, Газовая плита","Студентам, С животными, С детьми, Парам, Рабочим",Нет,3,5,Кирпичный,,На улицу,,Вторичное жилье,"Уральская ул, 13, Минск",250 $ *,19 м²,,,,,,,,,,
207,115051973,Фрунзенский,Каменная Горка,1,Долгосрочная,2,40.6 м²,9.3 м²,Раздельный,Есть,"Wi-Fi, Телевизор, Мебель, Телефон",Стиральная машина,"Холодильник, СВЧ-печь, Посудомоечная машина, Электрическая плита","С детьми, Парам",Месяц,1,10,Панельный,2014,На улицу,"Лифт, Домофон",Вторичное жилье,"Лидская ул, 4, Минск",320 $ *,17.1 м²,,Евро,,,,,,,,
208,115047936,Фрунзенский,Запад,1,Долгосрочная,2,,,Совмещенный,Есть,"Wi-Fi, Телевизор, Мебель, Кондиционер",Стиральная машина,"Холодильник, СВЧ-печь, Посудомоечная машина, Электрическая плита",,,2,16,,2009,На улицу,"Лифт, Домофон, Видеонаблюдение",Вторичное жилье,"Притыцкого ул, 97, Минск",400 $ *,,,,,Каменная горка,,,,,,
209,115014680,Фрунзенский,Запад,1,Долгосрочная,1,33 м²,7 м²,Раздельный,Есть,Телефон,Стиральная машина,Холодильник,"С детьми, Парам, Рабочим",Месяц,1,9,Панельный,1983,Во двор,"Лифт, Мусоропровод, Домофон, Видеонаблюдение, Подвал",Вторичное жилье,"Якубовского ул, 38, Минск",250 $ *,31 м²,,Евро,,,,,Да,,,
210,114982892,Заводской,,1,Долгосрочная,4,,,Совмещенный,Нет,"Телевизор, Мебель",Стиральная машина,"Холодильник, Посуда/столовые приборы, Газовая плита",,2 месяца,1,5,,,Во двор,,Вторичное жилье,"Партизанский пр, Минск",250 $ *,,,Косметический,,Автозаводская,,,,,,
211,114974686,Первомайский,,1,Долгосрочная,,33.7 м²,7.2 м²,Раздельный,Лоджия,"Wi-Fi, Телевизор, Мебель, Телефон",Стиральная машина,"Холодильник, Газовая плита",Парам,Месяц,3,9,Панельный,,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Филимонова ул, 39, Минск",264 $ *,17 м²,,Косметический,,Московская,,,,,,
212,114963328,Октябрьский,,1,Долгосрочная,,33 м²,7.2 м²,Раздельный,,,,,,,5,9,Панельный,,,,Новое,"Жуковского ул, 10к2, Минск",250 $ *,17.1 м²,,,,Институт культуры,,,,,,
213,114950404,Октябрьский,,1,Долгосрочная,,,,Совмещенный,Лоджия,"Кондиционер, Телефон, Мебель, Телевизор, Wi-Fi","Стиральная машина, Душевая кабина","Электрическая плита, Холодильник",,Месяц,2,9,,,,,Новое,"Жуковского ул, 29Б, Минск",400 $ *,,,Евро,,,,,,,,
214,114949877,Октябрьский,,1,Долгосрочная,1,40 м²,7 м²,Раздельный,Лоджия,"Wi-Fi, Мебель, Телефон",Стиральная машина,"Холодильник, Газовая плита",,Месяц,4,9,Панельный,1987,На улицу,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Жуковского ул, 6к2, Минск",330 $ *,20 м²,,Косметический,,Институт культуры,,,,,,
215,114947165,Ленинский,Серебрянка,1,Долгосрочная,2,,,Раздельный,Есть,"Мебель, Телефон",Стиральная машина,"Холодильник, СВЧ-печь, Газовая плита",,Месяц,9,9,Панельный,,Во двор,"Лифт, Домофон",Вторичное жилье,"Плеханова ул, 121, Минск",300 $ *,,,Евро,,,,,,,,
